Category,Activity,Start_Time
Well-being,Exercise,7.01
Social,Parties/Gatherings,21.6
Personal,Doctor/Dentist Appointments,10.23
Well-being,Meditation/Yoga,14.16
Work,Part-time Job Shifts,11.25
Academic,Exams/Quizzes,18.11
Extracurricular,Volunteer Activities,14.96
Academic,Exams/Quizzes,19.19
Academic,Exams/Quizzes,18.62
Work,Part-time Job Shifts,12.5
Academic,Study Sessions,13.91
Well-being,Exercise,7.24
Well-being,Exercise,7.58
Personal,Errands/Chores,19.15
Social,Parties/Gatherings,22.86
Work,Part-time Job Shifts,11.59
Work,Work Meetings,15.44
Extracurricular,Volunteer Activities,14.46
Work,Work Meetings,16.73
Extracurricular,Sports Practices/Games,16.48
Academic,Exams/Quizzes,18.21
Well-being,Exercise,7.68
Academic,Study Sessions,14.24
Social,Family Events,14.64
Well-being,Meditation/Yoga,14.83
Well-being,Meditation/Yoga,14.57
Work,Work Meetings,15.85
Well-being,Meditation/Yoga,13.51
Work,Part-time Job Shifts,11.07
Social,Family Events,14.61
Extracurricular,Club Meetings,19.01
Extracurricular,Volunteer Activities,14.08
Work,Work Meetings,15.73
Personal,Errands/Chores,19.65
Personal,Errands/Chores,19.48
Extracurricular,Club Meetings,19.76
Well-being,Meditation/Yoga,14.03
Academic,Study Sessions,14.5
Personal,Doctor/Dentist Appointments,11.46
Personal,Errands/Chores,19.44
Well-being,Meditation/Yoga,13.46
Academic,Exams/Quizzes,19.36
Extracurricular,Volunteer Activities,14.92
Social,Parties/Gatherings,21.34
Personal,Errands/Chores,18.66
Personal,Errands/Chores,18.81
Well-being,Exercise,7.4
Well-being,Meditation/Yoga,13.88
Academic,Study Sessions,13.71
Work,Part-time Job Shifts,11.95
Personal,Doctor/Dentist Appointments,11.23
Academic,Exams/Quizzes,19.52
Personal,Errands/Chores,19.4
Academic,Study Sessions,13.14
Work,Work Meetings,16.0
Extracurricular,Volunteer Activities,14.81
Extracurricular,Sports Practices/Games,16.97
Work,Part-time Job Shifts,12.08
Personal,Birthdays/Anniversaries,14.11
Well-being,Meditation/Yoga,14.84
Work,Part-time Job Shifts,10.18
Work,Part-time Job Shifts,11.73
Academic,Classes/Lectures,8.46
Extracurricular,Volunteer Activities,14.99
Academic,Study Sessions,14.21
Work,Work Meetings,15.1
Personal,Birthdays/Anniversaries,14.72
Work,Part-time Job Shifts,11.95
Social,Family Events,14.92
Extracurricular,Sports Practices/Games,17.12
Academic,Study Sessions,13.59
Personal,Errands/Chores,18.77
Well-being,Meditation/Yoga,14.42
Social,Family Events,14.57
Work,Work Meetings,16.62
Well-being,Meditation/Yoga,14.84
Work,Part-time Job Shifts,9.36
Extracurricular,Club Meetings,19.43
Work,Work Meetings,16.85
Academic,Classes/Lectures,8.56
Work,Work Meetings,15.19
Extracurricular,Volunteer Activities,14.71
Academic,Exams/Quizzes,19.55
Academic,Exams/Quizzes,19.6
Well-being,Exercise,6.71
Work,Part-time Job Shifts,9.24
Work,Work Meetings,16.85
Academic,Classes/Lectures,11.34
Extracurricular,Club Meetings,19.38
Extracurricular,Sports Practices/Games,16.81
Extracurricular,Sports Practices/Games,16.86
Social,Parties/Gatherings,22.43
Work,Part-time Job Shifts,11.35
Social,Family Events,14.85
Personal,Doctor/Dentist Appointments,10.94
Personal,Errands/Chores,19.88
Social,Parties/Gatherings,22.87
Work,Work Meetings,16.97
Well-being,Exercise,6.87
Work,Part-time Job Shifts,9.8
Academic,Study Sessions,13.52
Work,Part-time Job Shifts,9.48
Academic,Study Sessions,14.87
Personal,Errands/Chores,19.69
Extracurricular,Sports Practices/Games,16.08
Personal,Birthdays/Anniversaries,14.5
Extracurricular,Sports Practices/Games,17.78
Extracurricular,Club Meetings,19.48
Academic,Exams/Quizzes,19.44
Work,Work Meetings,15.63
Social,Parties/Gatherings,21.61
Well-being,Exercise,6.63
Social,Parties/Gatherings,21.4
Well-being,Exercise,6.71
Academic,Study Sessions,13.49
Personal,Birthdays/Anniversaries,14.65
Work,Work Meetings,15.41
Extracurricular,Club Meetings,19.02
Work,Part-time Job Shifts,11.17
Social,Parties/Gatherings,22.31
Academic,Exams/Quizzes,19.14
Academic,Exams/Quizzes,18.49
Academic,Exams/Quizzes,18.72
Personal,Errands/Chores,19.25
Academic,Classes/Lectures,9.75
Academic,Classes/Lectures,9.8
Extracurricular,Volunteer Activities,14.83
Work,Part-time Job Shifts,10.4
Social,Family Events,14.26
Extracurricular,Volunteer Activities,14.64
Social,Family Events,14.42
Work,Part-time Job Shifts,11.31
Social,Family Events,14.81
Academic,Classes/Lectures,9.14
Well-being,Meditation/Yoga,14.5
Well-being,Exercise,6.39
Academic,Study Sessions,13.53
Social,Parties/Gatherings,21.18
Well-being,Meditation/Yoga,13.42
Extracurricular,Club Meetings,19.73
Extracurricular,Sports Practices/Games,17.05
Work,Part-time Job Shifts,9.36
Extracurricular,Club Meetings,19.94
Personal,Errands/Chores,19.45
Academic,Study Sessions,13.77
Social,Parties/Gatherings,21.52
Well-being,Exercise,7.77
Work,Part-time Job Shifts,10.92
Academic,Classes/Lectures,8.21
Personal,Birthdays/Anniversaries,14.02
Work,Work Meetings,15.64
Work,Work Meetings,15.99
Well-being,Exercise,7.1
Work,Part-time Job Shifts,11.92
Academic,Study Sessions,13.16
Well-being,Meditation/Yoga,14.78
Work,Work Meetings,15.57
Academic,Classes/Lectures,11.68
Extracurricular,Club Meetings,19.88
Social,Family Events,14.76
Extracurricular,Sports Practices/Games,17.53
Social,Family Events,14.06
Extracurricular,Sports Practices/Games,16.93
Well-being,Meditation/Yoga,14.07
Extracurricular,Club Meetings,19.28
Social,Family Events,14.7
Social,Parties/Gatherings,21.51
Well-being,Exercise,6.77
Social,Family Events,14.48
Social,Family Events,14.26
Social,Family Events,15.0
Work,Part-time Job Shifts,12.99
Personal,Doctor/Dentist Appointments,9.99
Well-being,Exercise,7.42
Extracurricular,Volunteer Activities,14.12
Personal,Doctor/Dentist Appointments,10.25
Social,Family Events,14.57
Academic,Study Sessions,14.94
Social,Parties/Gatherings,21.86
Personal,Birthdays/Anniversaries,14.92
Well-being,Exercise,6.91
Social,Parties/Gatherings,21.91
Well-being,Meditation/Yoga,14.76
Well-being,Exercise,6.51
Personal,Errands/Chores,19.44
Work,Part-time Job Shifts,12.7
Work,Part-time Job Shifts,10.93
Work,Part-time Job Shifts,12.52
Extracurricular,Club Meetings,20.48
Social,Family Events,14.01
Well-being,Meditation/Yoga,14.4
Social,Family Events,14.29
Extracurricular,Volunteer Activities,14.06
Work,Part-time Job Shifts,10.81
Extracurricular,Volunteer Activities,14.3
Work,Part-time Job Shifts,10.76
Extracurricular,Sports Practices/Games,17.84
Work,Part-time Job Shifts,9.75
Personal,Doctor/Dentist Appointments,9.92
Social,Family Events,14.45
Extracurricular,Sports Practices/Games,16.3
Extracurricular,Volunteer Activities,14.23
Extracurricular,Club Meetings,20.76
Academic,Classes/Lectures,10.23
Academic,Classes/Lectures,8.02
Work,Part-time Job Shifts,12.5
Academic,Exams/Quizzes,18.15
Extracurricular,Club Meetings,19.66
Social,Parties/Gatherings,22.74
Personal,Errands/Chores,18.39
Well-being,Exercise,6.6
Extracurricular,Sports Practices/Games,16.5
Social,Family Events,14.71
Well-being,Meditation/Yoga,13.55
Academic,Study Sessions,14.47
Social,Parties/Gatherings,22.21
Work,Part-time Job Shifts,10.57
Personal,Birthdays/Anniversaries,14.91
Personal,Errands/Chores,19.22
Personal,Birthdays/Anniversaries,14.43
Well-being,Meditation/Yoga,14.83
Well-being,Exercise,7.93
Academic,Exams/Quizzes,19.02
Work,Part-time Job Shifts,9.36
Personal,Doctor/Dentist Appointments,9.29
Well-being,Meditation/Yoga,13.21
Academic,Study Sessions,14.39
Work,Work Meetings,15.44
Personal,Errands/Chores,18.54
Academic,Study Sessions,14.96
Academic,Study Sessions,13.8
Academic,Study Sessions,13.29
Social,Family Events,14.89
Extracurricular,Volunteer Activities,14.18
Well-being,Meditation/Yoga,13.87
Extracurricular,Club Meetings,20.67
Work,Work Meetings,15.31
Work,Work Meetings,15.95
Social,Parties/Gatherings,22.15
Academic,Exams/Quizzes,19.35
Extracurricular,Sports Practices/Games,16.72
Academic,Exams/Quizzes,18.71
Personal,Doctor/Dentist Appointments,10.8
Extracurricular,Sports Practices/Games,16.02
Social,Family Events,14.63
Personal,Doctor/Dentist Appointments,9.41
Academic,Classes/Lectures,11.23
Work,Part-time Job Shifts,10.23
Personal,Errands/Chores,19.16
Social,Family Events,14.45
Extracurricular,Club Meetings,19.66
Personal,Birthdays/Anniversaries,14.88
Social,Parties/Gatherings,21.8
Work,Work Meetings,16.8
Well-being,Exercise,6.06
Personal,Birthdays/Anniversaries,14.28
Well-being,Meditation/Yoga,14.87
Work,Work Meetings,15.2
Extracurricular,Sports Practices/Games,17.87
Extracurricular,Club Meetings,20.74
Academic,Study Sessions,13.36
Well-being,Exercise,7.08
Work,Work Meetings,16.48
Academic,Study Sessions,13.67
Social,Family Events,14.87
Social,Family Events,14.64
Academic,Study Sessions,14.39
Extracurricular,Sports Practices/Games,16.33
Work,Part-time Job Shifts,9.15
Work,Work Meetings,15.54
Academic,Classes/Lectures,10.26
Academic,Study Sessions,13.65
Extracurricular,Sports Practices/Games,16.65
Well-being,Meditation/Yoga,13.04
Social,Parties/Gatherings,22.15
Extracurricular,Volunteer Activities,14.02
Well-being,Meditation/Yoga,13.65
Academic,Study Sessions,13.77
Work,Part-time Job Shifts,12.28
Well-being,Exercise,6.82
Academic,Exams/Quizzes,18.2
Academic,Study Sessions,14.45
Personal,Birthdays/Anniversaries,14.98
Personal,Errands/Chores,18.03
Well-being,Meditation/Yoga,14.22
Personal,Errands/Chores,18.34
Extracurricular,Club Meetings,19.81
Social,Family Events,14.31
Academic,Classes/Lectures,8.42
Academic,Study Sessions,13.49
Social,Family Events,14.75
Work,Part-time Job Shifts,10.16
Work,Part-time Job Shifts,10.52
Work,Work Meetings,16.29
Personal,Errands/Chores,19.78
Well-being,Meditation/Yoga,14.98
Extracurricular,Volunteer Activities,14.86
Academic,Classes/Lectures,8.98
Extracurricular,Sports Practices/Games,17.3
Extracurricular,Sports Practices/Games,17.33
Academic,Classes/Lectures,8.03
Well-being,Exercise,6.78
Academic,Classes/Lectures,10.61
Well-being,Meditation/Yoga,13.12
Work,Part-time Job Shifts,9.5
Well-being,Exercise,6.79
Work,Work Meetings,15.16
Extracurricular,Volunteer Activities,14.69
Personal,Birthdays/Anniversaries,14.73
Work,Work Meetings,15.59
Social,Parties/Gatherings,22.04
Well-being,Exercise,6.77
Academic,Classes/Lectures,9.71
Academic,Study Sessions,14.54
Work,Work Meetings,15.72
Work,Work Meetings,16.18
Academic,Study Sessions,14.96
Extracurricular,Club Meetings,19.99
Academic,Classes/Lectures,11.49
Extracurricular,Volunteer Activities,14.98
Academic,Classes/Lectures,11.76
Personal,Doctor/Dentist Appointments,11.83
Personal,Errands/Chores,19.25
Work,Work Meetings,16.93
Well-being,Meditation/Yoga,13.85
Work,Part-time Job Shifts,9.64
Work,Part-time Job Shifts,12.42
Personal,Doctor/Dentist Appointments,10.15
Personal,Doctor/Dentist Appointments,9.86
Work,Part-time Job Shifts,11.87
Work,Part-time Job Shifts,9.42
Social,Family Events,14.69
Academic,Exams/Quizzes,18.78
Extracurricular,Club Meetings,19.04
Extracurricular,Club Meetings,19.16
Social,Parties/Gatherings,22.75
Extracurricular,Club Meetings,20.19
Academic,Exams/Quizzes,18.18
Social,Parties/Gatherings,21.03
Extracurricular,Club Meetings,20.22
Work,Part-time Job Shifts,11.16
Academic,Exams/Quizzes,18.35
Extracurricular,Volunteer Activities,14.36
Personal,Errands/Chores,19.32
Academic,Study Sessions,13.88
Well-being,Meditation/Yoga,14.34
Work,Work Meetings,16.12
Well-being,Exercise,7.67
Extracurricular,Club Meetings,19.05
Extracurricular,Volunteer Activities,14.33
Personal,Doctor/Dentist Appointments,11.5
Extracurricular,Sports Practices/Games,16.1
Well-being,Meditation/Yoga,13.81
Social,Family Events,14.15
Social,Family Events,14.83
Extracurricular,Club Meetings,19.94
Social,Family Events,14.47
Academic,Classes/Lectures,11.65
Academic,Exams/Quizzes,18.53
Work,Work Meetings,16.53
Social,Family Events,14.93
Personal,Doctor/Dentist Appointments,11.02
Work,Work Meetings,16.69
Work,Work Meetings,15.44
Personal,Errands/Chores,19.84
Well-being,Meditation/Yoga,13.97
Social,Parties/Gatherings,22.08
Social,Parties/Gatherings,21.07
Personal,Doctor/Dentist Appointments,9.92
Extracurricular,Sports Practices/Games,17.0
Well-being,Exercise,7.58
Work,Part-time Job Shifts,12.87
Social,Parties/Gatherings,21.89
Personal,Birthdays/Anniversaries,14.21
Social,Family Events,14.58
Academic,Study Sessions,14.7
Extracurricular,Volunteer Activities,14.33
Work,Work Meetings,15.76
Work,Part-time Job Shifts,9.58
Work,Work Meetings,15.05
Social,Parties/Gatherings,22.14
Well-being,Exercise,6.81
Work,Work Meetings,15.0
Work,Part-time Job Shifts,10.99
Work,Part-time Job Shifts,12.56
Extracurricular,Sports Practices/Games,16.15
Academic,Exams/Quizzes,18.13
Extracurricular,Volunteer Activities,14.95
Work,Work Meetings,16.73
Academic,Study Sessions,14.53
Extracurricular,Volunteer Activities,14.05
Academic,Classes/Lectures,8.8
Social,Parties/Gatherings,22.64
Social,Family Events,14.23
Extracurricular,Volunteer Activities,14.93
Extracurricular,Sports Practices/Games,17.38
Extracurricular,Volunteer Activities,14.59
Social,Family Events,14.52
Work,Part-time Job Shifts,12.2
Work,Work Meetings,16.92
Work,Work Meetings,15.98
Work,Part-time Job Shifts,11.42
Work,Part-time Job Shifts,11.3
Well-being,Exercise,6.57
Personal,Doctor/Dentist Appointments,10.93
Extracurricular,Club Meetings,19.02
Personal,Doctor/Dentist Appointments,10.72
Personal,Birthdays/Anniversaries,14.47
Work,Part-time Job Shifts,10.23
Extracurricular,Sports Practices/Games,17.88
Work,Work Meetings,16.77
Social,Family Events,14.45
Personal,Doctor/Dentist Appointments,9.54
Academic,Classes/Lectures,10.0
Extracurricular,Club Meetings,20.48
Academic,Exams/Quizzes,18.37
Social,Parties/Gatherings,21.68
Academic,Exams/Quizzes,18.04
Social,Parties/Gatherings,22.45
Work,Work Meetings,16.02
Personal,Birthdays/Anniversaries,14.44
Work,Part-time Job Shifts,10.73
Extracurricular,Club Meetings,19.73
Well-being,Meditation/Yoga,14.67
Academic,Study Sessions,14.11
Personal,Birthdays/Anniversaries,14.01
Extracurricular,Sports Practices/Games,16.26
Personal,Errands/Chores,19.69
Well-being,Meditation/Yoga,13.93
Extracurricular,Volunteer Activities,14.29
Personal,Errands/Chores,19.67
Academic,Study Sessions,13.71
Extracurricular,Sports Practices/Games,17.07
Personal,Birthdays/Anniversaries,14.49
Personal,Birthdays/Anniversaries,14.52
Personal,Doctor/Dentist Appointments,11.58
Academic,Exams/Quizzes,19.69
Academic,Exams/Quizzes,18.69
Well-being,Meditation/Yoga,14.58
Personal,Birthdays/Anniversaries,14.67
Work,Work Meetings,15.34
Social,Parties/Gatherings,22.6
Social,Family Events,14.53
Work,Work Meetings,16.59
Extracurricular,Club Meetings,19.01
Personal,Doctor/Dentist Appointments,10.15
Personal,Doctor/Dentist Appointments,10.67
Extracurricular,Sports Practices/Games,17.28
Well-being,Exercise,6.01
Extracurricular,Volunteer Activities,14.41
Personal,Errands/Chores,19.25
Academic,Exams/Quizzes,19.58
Well-being,Exercise,6.98
Social,Family Events,14.38
Personal,Errands/Chores,18.76
Well-being,Meditation/Yoga,14.14
Social,Family Events,14.87
Work,Part-time Job Shifts,9.79
Work,Work Meetings,16.17
Academic,Study Sessions,14.24
Social,Family Events,14.03
Social,Parties/Gatherings,22.74
Well-being,Exercise,6.79
Academic,Exams/Quizzes,19.89
Personal,Doctor/Dentist Appointments,11.07
Extracurricular,Club Meetings,19.51
Academic,Classes/Lectures,11.48
Extracurricular,Club Meetings,19.59
Well-being,Exercise,7.98
Personal,Birthdays/Anniversaries,14.02
Academic,Classes/Lectures,9.97
Academic,Exams/Quizzes,18.05
Personal,Birthdays/Anniversaries,14.53
Extracurricular,Sports Practices/Games,17.6
Work,Part-time Job Shifts,11.08
Social,Family Events,14.16
Work,Part-time Job Shifts,9.09
Academic,Exams/Quizzes,18.21
Well-being,Exercise,6.34
Work,Part-time Job Shifts,12.77
Extracurricular,Volunteer Activities,14.61
Well-being,Exercise,7.46
Social,Parties/Gatherings,21.02
Social,Family Events,14.71
Extracurricular,Volunteer Activities,14.51
Academic,Study Sessions,13.24
Work,Work Meetings,16.14
Work,Work Meetings,16.12
Personal,Birthdays/Anniversaries,14.99
Well-being,Exercise,7.43
Extracurricular,Club Meetings,20.99
Well-being,Exercise,7.2
Well-being,Meditation/Yoga,14.36
Social,Family Events,14.28
Well-being,Meditation/Yoga,13.66
Well-being,Exercise,7.94
Social,Family Events,14.86
Academic,Classes/Lectures,11.66
Work,Work Meetings,16.25
Well-being,Meditation/Yoga,14.66
Work,Work Meetings,16.11
Academic,Exams/Quizzes,19.85
Extracurricular,Club Meetings,19.72
Personal,Birthdays/Anniversaries,14.13
Personal,Doctor/Dentist Appointments,9.4
Social,Parties/Gatherings,22.02
Work,Work Meetings,16.3
Personal,Doctor/Dentist Appointments,10.06
Extracurricular,Club Meetings,20.29
Well-being,Meditation/Yoga,14.81
Work,Work Meetings,15.24
Extracurricular,Sports Practices/Games,16.66
Well-being,Exercise,7.14
Personal,Errands/Chores,19.24
Extracurricular,Sports Practices/Games,16.24
Well-being,Meditation/Yoga,13.77
Work,Part-time Job Shifts,9.72
Personal,Doctor/Dentist Appointments,9.08
Work,Work Meetings,16.2
Academic,Exams/Quizzes,19.92
Extracurricular,Club Meetings,20.0
Academic,Study Sessions,13.2
Social,Parties/Gatherings,22.45
Extracurricular,Sports Practices/Games,17.74
Extracurricular,Sports Practices/Games,17.59
Work,Work Meetings,15.17
Extracurricular,Volunteer Activities,14.08
Work,Part-time Job Shifts,12.61
Extracurricular,Sports Practices/Games,16.87
Extracurricular,Sports Practices/Games,17.42
Social,Family Events,14.57
